origin_dist,dest_dist,obs,gan,diff,pct_diff
28,23,6,4.8553967,-1.1446032524108887,-0.1907672087351481
28,24,3,7.0522275,4.05222749710083,1.35074249903361
28,25,3,7.058744,4.058743953704834,1.3529146512349446
28,26,22,0.99367124,-21.006328761577606,-0.9548331255262549
28,28,52,34.78015,-17.2198486328125,-0.3311509352463942
29,1,2,1.6948742,-0.3051258325576782,-0.1525629162788391
29,3,2,1.145397,-0.8546030521392822,-0.4273015260696411
29,5,1,0.4748518,-0.5251482129096985,-0.5251482129096985
29,9,5,0.69500387,-4.304996132850647,-0.8609992265701294
29,11,2,0.36735454,-1.632645457983017,-0.8163227289915085
29,15,1,0.19778137,-0.8022186309099197,-0.8022186309099197
29,23,1,0.24617147,-0.7538285255432129,-0.7538285255432129
29,24,2,2.2553654,0.25536537170410156,0.12768268585205078
29,25,3,8.317076,5.317075729370117,1.7723585764567058
29,29,3,6.144622e-08,-2.9999999385537777,-0.9999999795179259
31,1,2,1.0587904,-0.9412095546722412,-0.4706047773361206
31,3,1,1.0032539,0.003253936767578125,0.003253936767578125
31,4,1,0.019083317,-0.9809166826307774,-0.9809166826307774
31,5,1,0.26082462,-0.7391753792762756,-0.7391753792762756
31,9,5,0.45184317,-4.548156827688217,-0.9096313655376435
31,15,4,0.36644667,-3.6335533261299133,-0.9083883315324783
31,24,1,0.22212775,-0.7778722494840622,-0.7778722494840622
31,25,2,9.092556,7.092555999755859,3.5462779998779297
